cell_id,item_id,row_index,configuration_id,global_vote,status
air-03::row-0007,air-03,7,glm-4.6,1,success
air-03::row-0008,air-03,8,claude-opus-5,1,success
air-03::row-0009,air-03,9,gemini-3.1-pro-preview,1,success
air-03::row-0010,air-03,10,qwen3.7-max,0,success
air-03::row-0011,air-03,11,deepseek-v4-pro,0,success
air-03::row-0012,air-03,12,gemini-3.1-pro-preview,1,success
air-03::row-0013,air-03,13,gpt-5.5,1,success
air-03::row-0014,air-03,14,grok-4.5,1,success
air-03::row-0015,air-03,15,qwen3.7-plus,0,success
air-03::row-0016,air-03,16,gpt-5.6-terra,1,success
air-03::row-0017,air-03,17,gpt-5.5,1,success
air-03::row-0018,air-03,18,gpt-5.6-terra,0,success
air-03::row-0019,air-03,19,deepseek-v4-flash,0,success
air-03::row-0020,air-03,20,kimi-k2.6,0,success
air-03::row-0021,air-03,21,glm-4.6,1,success
air-03::row-0022,air-03,22,qwen3.6-plus,1,success
air-03::row-0023,air-03,23,gemini-3-flash-preview,1,success
air-03::row-0024,air-03,24,deepseek-v4-flash,0,success
air-03::row-0025,air-03,25,deepseek-v4-pro,0,success
air-03::row-0026,air-03,26,deepseek-v4-pro,0,success
air-03::row-0027,air-03,27,glm-5.2,1,success
air-03::row-0028,air-03,28,kimi-k2.6,0,success
air-03::row-0029,air-03,29,mercury-2,0,success
air-03::row-0030,air-03,30,qwen3.7-max,0,success
air-03::row-0031,air-03,31,kimi-k3,0,success
air-03::row-0032,air-03,32,grok-4.5,1,success
air-03::row-0033,air-03,33,deepseek-v4-pro,0,success
air-03::row-0034,air-03,34,qwen3.7-plus,0,success
air-03::row-0035,air-03,35,deepseek-v4-flash,1,success
air-03::row-0036,air-03,36,qwen3.7-max,0,success
air-03::row-0037,air-03,37,glm-5.1,0,success
air-03::row-0038,air-03,38,gemini-3.1-pro-preview,1,success
air-03::row-0039,air-03,39,claude-opus-4-8,0,malformed_mapped_reject
air-04::row-0000,air-04,0,deepseek-v4-pro,0,success
air-04::row-0001,air-04,1,qwen3.7-plus,0,success
air-04::row-0002,air-04,2,gpt-5.5,0,success
air-04::row-0003,air-04,3,gpt-5.6-terra,0,success
air-04::row-0004,air-04,4,gemini-3.1-pro-preview,0,success
air-04::row-0005,air-04,5,deepseek-v4-flash,0,success
air-04::row-0006,air-04,6,gemini-3-flash-preview,0,success
air-04::row-0007,air-04,7,glm-4.6,0,success
air-04::row-0008,air-04,8,claude-opus-5,0,success
air-04::row-0009,air-04,9,gemini-3.1-pro-preview,0,success
air-04::row-0010,air-04,10,qwen3.7-max,0,success
air-04::row-0011,air-04,11,deepseek-v4-pro,0,success
air-04::row-0012,air-04,12,gemini-3.1-pro-preview,0,success
air-04::row-0013,air-04,13,gpt-5.5,0,success
air-04::row-0014,air-04,14,grok-4.5,0,success
air-04::row-0015,air-04,15,qwen3.7-plus,0,success
air-04::row-0016,air-04,16,gpt-5.6-terra,0,success
air-04::row-0017,air-04,17,gpt-5.5,0,success
air-04::row-0018,air-04,18,gpt-5.6-terra,0,success
air-04::row-0019,air-04,19,deepseek-v4-flash,0,success
air-04::row-0020,air-04,20,kimi-k2.6,0,success
air-04::row-0021,air-04,21,glm-4.6,0,success
air-04::row-0022,air-04,22,qwen3.6-plus,0,success
air-04::row-0023,air-04,23,gemini-3-flash-preview,0,success
air-04::row-0024,air-04,24,deepseek-v4-flash,0,success
air-04::row-0025,air-04,25,deepseek-v4-pro,0,success
air-04::row-0026,air-04,26,deepseek-v4-pro,0,success
air-04::row-0027,air-04,27,glm-5.2,0,success
air-04::row-0028,air-04,28,kimi-k2.6,0,success
air-04::row-0029,air-04,29,mercury-2,0,success
air-04::row-0030,air-04,30,qwen3.7-max,0,success
air-04::row-0031,air-04,31,kimi-k3,0,success
air-04::row-0032,air-04,32,grok-4.5,0,success
air-04::row-0033,air-04,33,deepseek-v4-pro,0,success
air-04::row-0034,air-04,34,qwen3.7-plus,0,success
air-04::row-0035,air-04,35,deepseek-v4-flash,0,success
air-04::row-0036,air-04,36,qwen3.7-max,0,success
air-04::row-0037,air-04,37,glm-5.1,0,success
air-04::row-0038,air-04,38,gemini-3.1-pro-preview,0,success
air-04::row-0039,air-04,39,claude-opus-4-8,0,success
bug-01::row-0000,bug-01,0,deepseek-v4-pro,1,success
bug-01::row-0001,bug-01,1,qwen3.7-plus,1,success
bug-01::row-0002,bug-01,2,gpt-5.5,1,success
bug-01::row-0003,bug-01,3,gpt-5.6-terra,1,success
bug-01::row-0004,bug-01,4,gemini-3.1-pro-preview,1,success
bug-01::row-0005,bug-01,5,deepseek-v4-flash,1,success
bug-01::row-0006,bug-01,6,gemini-3-flash-preview,1,success
bug-01::row-0007,bug-01,7,glm-4.6,1,success
bug-01::row-0008,bug-01,8,claude-opus-5,1,success
bug-01::row-0009,bug-01,9,gemini-3.1-pro-preview,1,success
bug-01::row-0010,bug-01,10,qwen3.7-max,1,success
bug-01::row-0011,bug-01,11,deepseek-v4-pro,1,success
bug-01::row-0012,bug-01,12,gemini-3.1-pro-preview,1,success
bug-01::row-0013,bug-01,13,gpt-5.5,1,success
bug-01::row-0014,bug-01,14,grok-4.5,1,success
bug-01::row-0015,bug-01,15,qwen3.7-plus,1,success
bug-01::row-0016,bug-01,16,gpt-5.6-terra,1,success
bug-01::row-0017,bug-01,17,gpt-5.5,1,success
bug-01::row-0018,bug-01,18,gpt-5.6-terra,1,success
bug-01::row-0019,bug-01,19,deepseek-v4-flash,1,success
bug-01::row-0020,bug-01,20,kimi-k2.6,1,success
bug-01::row-0021,bug-01,21,glm-4.6,1,success
bug-01::row-0022,bug-01,22,qwen3.6-plus,1,success
bug-01::row-0023,bug-01,23,gemini-3-flash-preview,1,success
bug-01::row-0024,bug-01,24,deepseek-v4-flash,1,success
bug-01::row-0025,bug-01,25,deepseek-v4-pro,1,success
bug-01::row-0026,bug-01,26,deepseek-v4-pro,1,success
bug-01::row-0027,bug-01,27,glm-5.2,1,success
bug-01::row-0028,bug-01,28,kimi-k2.6,1,success
bug-01::row-0029,bug-01,29,mercury-2,1,success
bug-01::row-0030,bug-01,30,qwen3.7-max,1,success
bug-01::row-0031,bug-01,31,kimi-k3,1,success
bug-01::row-0032,bug-01,32,grok-4.5,1,success
bug-01::row-0033,bug-01,33,deepseek-v4-pro,1,success
bug-01::row-0034,bug-01,34,qwen3.7-plus,1,success
bug-01::row-0035,bug-01,35,deepseek-v4-flash,1,success
bug-01::row-0036,bug-01,36,qwen3.7-max,1,success
bug-01::row-0037,bug-01,37,glm-5.1,1,success
bug-01::row-0038,bug-01,38,gemini-3.1-pro-preview,1,success
bug-01::row-0039,bug-01,39,claude-opus-4-8,1,success
bug-02::row-0000,bug-02,0,deepseek-v4-pro,0,success
bug-02::row-0001,bug-02,1,qwen3.7-plus,0,success
bug-02::row-0002,bug-02,2,gpt-5.5,0,success
bug-02::row-0003,bug-02,3,gpt-5.6-terra,0,success
bug-02::row-0004,bug-02,4,gemini-3.1-pro-preview,0,success
bug-02::row-0005,bug-02,5,deepseek-v4-flash,0,success
bug-02::row-0006,bug-02,6,gemini-3-flash-preview,0,success
bug-02::row-0007,bug-02,7,glm-4.6,0,success
bug-02::row-0008,bug-02,8,claude-opus-5,0,success
bug-02::row-0009,bug-02,9,gemini-3.1-pro-preview,0,success
bug-02::row-0010,bug-02,10,qwen3.7-max,0,success
bug-02::row-0011,bug-02,11,deepseek-v4-pro,0,success
bug-02::row-0012,bug-02,12,gemini-3.1-pro-preview,0,success
bug-02::row-0013,bug-02,13,gpt-5.5,0,success
bug-02::row-0014,bug-02,14,grok-4.5,0,success
bug-02::row-0015,bug-02,15,qwen3.7-plus,0,success
bug-02::row-0016,bug-02,16,gpt-5.6-terra,0,success
bug-02::row-0017,bug-02,17,gpt-5.5,0,success
bug-02::row-0018,bug-02,18,gpt-5.6-terra,0,success
bug-02::row-0019,bug-02,19,deepseek-v4-flash,0,success
bug-02::row-0020,bug-02,20,kimi-k2.6,0,success
bug-02::row-0021,bug-02,21,glm-4.6,0,success
bug-02::row-0022,bug-02,22,qwen3.6-plus,0,success
bug-02::row-0023,bug-02,23,gemini-3-flash-preview,0,success
bug-02::row-0024,bug-02,24,deepseek-v4-flash,0,success
bug-02::row-0025,bug-02,25,deepseek-v4-pro,0,success
bug-02::row-0026,bug-02,26,deepseek-v4-pro,0,success
bug-02::row-0027,bug-02,27,glm-5.2,0,success
bug-02::row-0028,bug-02,28,kimi-k2.6,0,success
bug-02::row-0029,bug-02,29,mercury-2,0,success
bug-02::row-0030,bug-02,30,qwen3.7-max,0,success
bug-02::row-0031,bug-02,31,kimi-k3,0,success
bug-02::row-0032,bug-02,32,grok-4.5,0,success
bug-02::row-0033,bug-02,33,deepseek-v4-pro,0,success
bug-02::row-0034,bug-02,34,qwen3.7-plus,0,success
bug-02::row-0035,bug-02,35,deepseek-v4-flash,0,success
bug-02::row-0036,bug-02,36,qwen3.7-max,0,success
bug-02::row-0037,bug-02,37,glm-5.1,0,success
bug-02::row-0038,bug-02,38,gemini-3.1-pro-preview,0,success
bug-02::row-0039,bug-02,39,claude-opus-4-8,0,success
bug-03::row-0000,bug-03,0,deepseek-v4-pro,0,success
bug-03::row-0001,bug-03,1,qwen3.7-plus,0,success
bug-03::row-0002,bug-03,2,gpt-5.5,0,success
bug-03::row-0003,bug-03,3,gpt-5.6-terra,0,success
bug-03::row-0004,bug-03,4,gemini-3.1-pro-preview,0,success
bug-03::row-0005,bug-03,5,deepseek-v4-flash,0,success
bug-03::row-0006,bug-03,6,gemini-3-flash-preview,0,success
bug-03::row-0007,bug-03,7,glm-4.6,1,success
bug-03::row-0008,bug-03,8,claude-opus-5,1,success
bug-03::row-0009,bug-03,9,gemini-3.1-pro-preview,0,success
bug-03::row-0010,bug-03,10,qwen3.7-max,0,success
bug-03::row-0011,bug-03,11,deepseek-v4-pro,0,success
bug-03::row-0012,bug-03,12,gemini-3.1-pro-preview,0,success
bug-03::row-0013,bug-03,13,gpt-5.5,0,success
bug-03::row-0014,bug-03,14,grok-4.5,0,success
bug-03::row-0015,bug-03,15,qwen3.7-plus,0,success
bug-03::row-0016,bug-03,16,gpt-5.6-terra,0,success
bug-03::row-0017,bug-03,17,gpt-5.5,0,success
bug-03::row-0018,bug-03,18,gpt-5.6-terra,0,success
bug-03::row-0019,bug-03,19,deepseek-v4-flash,0,success
bug-03::row-0020,bug-03,20,kimi-k2.6,0,success
bug-03::row-0021,bug-03,21,glm-4.6,1,success
bug-03::row-0022,bug-03,22,qwen3.6-plus,0,success
bug-03::row-0023,bug-03,23,gemini-3-flash-preview,0,success
bug-03::row-0024,bug-03,24,deepseek-v4-flash,0,success
bug-03::row-0025,bug-03,25,deepseek-v4-pro,0,success
bug-03::row-0026,bug-03,26,deepseek-v4-pro,0,success
bug-03::row-0027,bug-03,27,glm-5.2,0,success
bug-03::row-0028,bug-03,28,kimi-k2.6,0,success
bug-03::row-0029,bug-03,29,mercury-2,0,success
bug-03::row-0030,bug-03,30,qwen3.7-max,0,success
bug-03::row-0031,bug-03,31,kimi-k3,0,success
bug-03::row-0032,bug-03,32,grok-4.5,0,success
bug-03::row-0033,bug-03,33,deepseek-v4-pro,0,success
bug-03::row-0034,bug-03,34,qwen3.7-plus,0,success
bug-03::row-0035,bug-03,35,deepseek-v4-flash,0,malformed_mapped_reject
bug-03::row-0036,bug-03,36,qwen3.7-max,0,success
bug-03::row-0037,bug-03,37,glm-5.1,0,success
bug-03::row-0038,bug-03,38,gemini-3.1-pro-preview,0,success
bug-03::row-0039,bug-03,39,claude-opus-4-8,1,success
bug-04::row-0000,bug-04,0,deepseek-v4-pro,0,malformed_mapped_reject
bug-04::row-0001,bug-04,1,qwen3.7-plus,0,success
bug-04::row-0002,bug-04,2,gpt-5.5,0,success
bug-04::row-0003,bug-04,3,gpt-5.6-terra,0,success
bug-04::row-0004,bug-04,4,gemini-3.1-pro-preview,0,success
bug-04::row-0005,bug-04,5,deepseek-v4-flash,0,success
bug-04::row-0006,bug-04,6,gemini-3-flash-preview,0,success
bug-04::row-0007,bug-04,7,glm-4.6,0,success
bug-04::row-0008,bug-04,8,claude-opus-5,0,success
bug-04::row-0009,bug-04,9,gemini-3.1-pro-preview,0,success
bug-04::row-0010,bug-04,10,qwen3.7-max,0,success
bug-04::row-0011,bug-04,11,deepseek-v4-pro,0,success
bug-04::row-0012,bug-04,12,gemini-3.1-pro-preview,0,success
bug-04::row-0013,bug-04,13,gpt-5.5,0,success
bug-04::row-0014,bug-04,14,grok-4.5,0,success
bug-04::row-0015,bug-04,15,qwen3.7-plus,0,success
bug-04::row-0016,bug-04,16,gpt-5.6-terra,0,success
bug-04::row-0017,bug-04,17,gpt-5.5,0,success
bug-04::row-0018,bug-04,18,gpt-5.6-terra,0,success
bug-04::row-0019,bug-04,19,deepseek-v4-flash,0,success
bug-04::row-0020,bug-04,20,kimi-k2.6,0,success
bug-04::row-0021,bug-04,21,glm-4.6,0,success
bug-04::row-0022,bug-04,22,qwen3.6-plus,0,success
bug-04::row-0023,bug-04,23,gemini-3-flash-preview,0,success
bug-04::row-0024,bug-04,24,deepseek-v4-flash,0,success
bug-04::row-0025,bug-04,25,deepseek-v4-pro,0,success
bug-04::row-0026,bug-04,26,deepseek-v4-pro,0,success
bug-04::row-0027,bug-04,27,glm-5.2,0,success
bug-04::row-0028,bug-04,28,kimi-k2.6,0,success
bug-04::row-0029,bug-04,29,mercury-2,0,success
bug-04::row-0030,bug-04,30,qwen3.7-max,0,success
bug-04::row-0031,bug-04,31,kimi-k3,0,success
bug-04::row-0032,bug-04,32,grok-4.5,0,success
bug-04::row-0033,bug-04,33,deepseek-v4-pro,0,success
bug-04::row-0034,bug-04,34,qwen3.7-plus,0,success
bug-04::row-0035,bug-04,35,deepseek-v4-flash,0,success
bug-04::row-0036,bug-04,36,qwen3.7-max,0,success
bug-04::row-0037,bug-04,37,glm-5.1,0,success
bug-04::row-0038,bug-04,38,gemini-3.1-pro-preview,0,success
bug-04::row-0039,bug-04,39,claude-opus-4-8,0,success
fp-01::row-0000,fp-01,0,deepseek-v4-pro,1,success
fp-01::row-0001,fp-01,1,qwen3.7-plus,1,success
fp-01::row-0002,fp-01,2,gpt-5.5,1,success
fp-01::row-0003,fp-01,3,gpt-5.6-terra,1,success
fp-01::row-0004,fp-01,4,gemini-3.1-pro-preview,1,success
fp-01::row-0005,fp-01,5,deepseek-v4-flash,1,success
fp-01::row-0006,fp-01,6,gemini-3-flash-preview,1,success
fp-01::row-0007,fp-01,7,glm-4.6,1,success
fp-01::row-0008,fp-01,8,claude-opus-5,1,success
fp-01::row-0009,fp-01,9,gemini-3.1-pro-preview,1,success
fp-01::row-0010,fp-01,10,qwen3.7-max,1,success
fp-01::row-0011,fp-01,11,deepseek-v4-pro,1,success
fp-01::row-0012,fp-01,12,gemini-3.1-pro-preview,1,success
fp-01::row-0013,fp-01,13,gpt-5.5,1,success
fp-01::row-0014,fp-01,14,grok-4.5,1,success
fp-01::row-0015,fp-01,15,qwen3.7-plus,1,success
fp-01::row-0016,fp-01,16,gpt-5.6-terra,1,success
fp-01::row-0017,fp-01,17,gpt-5.5,1,success
fp-01::row-0018,fp-01,18,gpt-5.6-terra,1,success
fp-01::row-0019,fp-01,19,deepseek-v4-flash,1,success
fp-01::row-0020,fp-01,20,kimi-k2.6,1,success
fp-01::row-0021,fp-01,21,glm-4.6,0,transport_error_mapped_reject
fp-01::row-0022,fp-01,22,qwen3.6-plus,1,success
fp-01::row-0023,fp-01,23,gemini-3-flash-preview,1,success
fp-01::row-0024,fp-01,24,deepseek-v4-flash,1,success
fp-01::row-0025,fp-01,25,deepseek-v4-pro,1,success
fp-01::row-0026,fp-01,26,deepseek-v4-pro,1,success
fp-01::row-0027,fp-01,27,glm-5.2,1,success
fp-01::row-0028,fp-01,28,kimi-k2.6,1,success
fp-01::row-0029,fp-01,29,mercury-2,1,success
fp-01::row-0030,fp-01,30,qwen3.7-max,1,success
fp-01::row-0031,fp-01,31,kimi-k3,1,success
fp-01::row-0032,fp-01,32,grok-4.5,1,success
fp-01::row-0033,fp-01,33,deepseek-v4-pro,1,success
fp-01::row-0034,fp-01,34,qwen3.7-plus,1,success
fp-01::row-0035,fp-01,35,deepseek-v4-flash,1,success
fp-01::row-0036,fp-01,36,qwen3.7-max,1,success
fp-01::row-0037,fp-01,37,glm-5.1,1,success
fp-01::row-0038,fp-01,38,gemini-3.1-pro-preview,1,success
fp-01::row-0039,fp-01,39,claude-opus-4-8,1,success
fp-02::row-0000,fp-02,0,deepseek-v4-pro,0,success
fp-02::row-0001,fp-02,1,qwen3.7-plus,0,success
fp-02::row-0002,fp-02,2,gpt-5.5,0,success
fp-02::row-0003,fp-02,3,gpt-5.6-terra,0,success
fp-02::row-0004,fp-02,4,gemini-3.1-pro-preview,0,success
fp-02::row-0005,fp-02,5,deepseek-v4-flash,0,success
fp-02::row-0006,fp-02,6,gemini-3-flash-preview,0,success
fp-02::row-0007,fp-02,7,glm-4.6,0,success
fp-02::row-0008,fp-02,8,claude-opus-5,0,success
fp-02::row-0009,fp-02,9,gemini-3.1-pro-preview,0,success
fp-02::row-0010,fp-02,10,qwen3.7-max,0,success
fp-02::row-0011,fp-02,11,deepseek-v4-pro,0,success
fp-02::row-0012,fp-02,12,gemini-3.1-pro-preview,0,success
fp-02::row-0013,fp-02,13,gpt-5.5,0,success
fp-02::row-0014,fp-02,14,grok-4.5,0,success
fp-02::row-0015,fp-02,15,qwen3.7-plus,0,success
fp-02::row-0016,fp-02,16,gpt-5.6-terra,0,success
fp-02::row-0017,fp-02,17,gpt-5.5,0,success
fp-02::row-0018,fp-02,18,gpt-5.6-terra,0,success
fp-02::row-0019,fp-02,19,deepseek-v4-flash,0,success
fp-02::row-0020,fp-02,20,kimi-k2.6,0,success
fp-02::row-0021,fp-02,21,glm-4.6,0,success
fp-02::row-0022,fp-02,22,qwen3.6-plus,0,success
fp-02::row-0023,fp-02,23,gemini-3-flash-preview,0,success
fp-02::row-0024,fp-02,24,deepseek-v4-flash,0,success
fp-02::row-0025,fp-02,25,deepseek-v4-pro,0,success
fp-02::row-0026,fp-02,26,deepseek-v4-pro,0,success
fp-02::row-0027,fp-02,27,glm-5.2,0,success
fp-02::row-0028,fp-02,28,kimi-k2.6,0,success
fp-02::row-0029,fp-02,29,mercury-2,0,success
fp-02::row-0030,fp-02,30,qwen3.7-max,0,success
fp-02::row-0031,fp-02,31,kimi-k3,0,success
fp-02::row-0032,fp-02,32,grok-4.5,0,success
fp-02::row-0033,fp-02,33,deepseek-v4-pro,0,success
fp-02::row-0034,fp-02,34,qwen3.7-plus,0,success
fp-02::row-0035,fp-02,35,deepseek-v4-flash,0,success
fp-02::row-0036,fp-02,36,qwen3.7-max,0,success
fp-02::row-0037,fp-02,37,glm-5.1,0,success
fp-02::row-0038,fp-02,38,gemini-3.1-pro-preview,0,success
fp-02::row-0039,fp-02,39,claude-opus-4-8,0,success
fp-03::row-0000,fp-03,0,deepseek-v4-pro,0,success
fp-03::row-0001,fp-03,1,qwen3.7-plus,0,success
fp-03::row-0002,fp-03,2,gpt-5.5,0,success
fp-03::row-0003,fp-03,3,gpt-5.6-terra,0,success
fp-03::row-0004,fp-03,4,gemini-3.1-pro-preview,0,success
fp-03::row-0005,fp-03,5,deepseek-v4-flash,0,success
fp-03::row-0006,fp-03,6,gemini-3-flash-preview,0,success
fp-03::row-0007,fp-03,7,glm-4.6,0,success
fp-03::row-0008,fp-03,8,claude-opus-5,0,success
fp-03::row-0009,fp-03,9,gemini-3.1-pro-preview,0,success
fp-03::row-0010,fp-03,10,qwen3.7-max,0,success
fp-03::row-0011,fp-03,11,deepseek-v4-pro,0,success
fp-03::row-0012,fp-03,12,gemini-3.1-pro-preview,0,success
fp-03::row-0013,fp-03,13,gpt-5.5,0,success
fp-03::row-0014,fp-03,14,grok-4.5,0,success
fp-03::row-0015,fp-03,15,qwen3.7-plus,0,success
fp-03::row-0016,fp-03,16,gpt-5.6-terra,0,success
fp-03::row-0017,fp-03,17,gpt-5.5,0,success
fp-03::row-0018,fp-03,18,gpt-5.6-terra,0,success
fp-03::row-0019,fp-03,19,deepseek-v4-flash,0,success
fp-03::row-0020,fp-03,20,kimi-k2.6,0,success
fp-03::row-0021,fp-03,21,glm-4.6,0,success
fp-03::row-0022,fp-03,22,qwen3.6-plus,0,success
fp-03::row-0023,fp-03,23,gemini-3-flash-preview,0,success
fp-03::row-0024,fp-03,24,deepseek-v4-flash,0,success
fp-03::row-0025,fp-03,25,deepseek-v4-pro,0,success
fp-03::row-0026,fp-03,26,deepseek-v4-pro,0,success
fp-03::row-0027,fp-03,27,glm-5.2,0,success
fp-03::row-0028,fp-03,28,kimi-k2.6,0,success
fp-03::row-0029,fp-03,29,mercury-2,0,success
fp-03::row-0030,fp-03,30,qwen3.7-max,0,success
fp-03::row-0031,fp-03,31,kimi-k3,0,success
fp-03::row-0032,fp-03,32,grok-4.5,0,success
fp-03::row-0033,fp-03,33,deepseek-v4-pro,0,success
fp-03::row-0034,fp-03,34,qwen3.7-plus,0,success
fp-03::row-0035,fp-03,35,deepseek-v4-flash,0,success
fp-03::row-0036,fp-03,36,qwen3.7-max,0,success
fp-03::row-0037,fp-03,37,glm-5.1,0,success
fp-03::row-0038,fp-03,38,gemini-3.1-pro-preview,0,success
fp-03::row-0039,fp-03,39,claude-opus-4-8,0,success
grt-01::row-0000,grt-01,0,deepseek-v4-pro,0,malformed_mapped_reject
grt-01::row-0001,grt-01,1,qwen3.7-plus,1,success
grt-01::row-0002,grt-01,2,gpt-5.5,1,success
grt-01::row-0003,grt-01,3,gpt-5.6-terra,1,success
grt-01::row-0004,grt-01,4,gemini-3.1-pro-preview,1,success
grt-01::row-0005,grt-01,5,deepseek-v4-flash,1,success
grt-01::row-0006,grt-01,6,gemini-3-flash-preview,1,success
grt-01::row-0007,grt-01,7,glm-4.6,1,success
grt-01::row-0008,grt-01,8,claude-opus-5,1,success
grt-01::row-0009,grt-01,9,gemini-3.1-pro-preview,1,success
grt-01::row-0010,grt-01,10,qwen3.7-max,1,success
grt-01::row-0011,grt-01,11,deepseek-v4-pro,1,success
grt-01::row-0012,grt-01,12,gemini-3.1-pro-preview,1,success
grt-01::row-0013,grt-01,13,gpt-5.5,1,success
grt-01::row-0014,grt-01,14,grok-4.5,1,success
grt-01::row-0015,grt-01,15,qwen3.7-plus,1,success
grt-01::row-0016,grt-01,16,gpt-5.6-terra,1,success
grt-01::row-0017,grt-01,17,gpt-5.5,1,success
grt-01::row-0018,grt-01,18,gpt-5.6-terra,1,success
grt-01::row-0019,grt-01,19,deepseek-v4-flash,1,success
